Nombre del archivo,Placa,Placa detectada,errores,similaridad
"S1,CAM2,250211193511536,0049FRF,9914.jpg",0049FRF,0049FRF,[],1.0
"S1,CAM2,250211220104470,1371DHD,9995.jpg",1371DHD,1371DHD,[],1.0
"S1,CAM2,250211192748809,3713MLT,9998.jpg",3713MLT,3713MLT,[],1.0
"S1,CAM2,250211085348464,4378KGC,9967.jpg",4378KGC,4378KGC,[],1.0
"S1,CAM2,250211195215623,3930JJH,9998.jpg",3930JJH,3930JJH,[],1.0
"S1,CAM2,250211190601674,1628KNZ,9999.jpg",1628KNZ,1628KNZ,[],1.0
"S1,CAM2,250211204817167,3289LND,9983.jpg",3289LND,3289LND,[],1.0
"S1,CAM2,250211185842307,3133DRL,9971.jpg",3133DRL,3133DRL,[],1.0
"S1,CAM2,250211184423477,9605JDT,9998.jpg",9605JDT,9605JDT,[],1.0
"S1,CAM2,250211192030567,6784GXL,9990.jpg",6784GXL,6784GXL,[],1.0
"S1,CAM2,250211210425663,6039KKT,9992.jpg",6039KKT,6039KKT,[],1.0
"S1,CAM2,250211194216889,5475MKY,9998.jpg",5475MKY,5475MKY,[],1.0
"S1,CAM2,250211201712264,5631FCL,9994.jpg",5631FCL,5631FCL,[],1.0
"S1,CAM2,250211185023489,4688MVY,9999.jpg",4688MVY,4688MVY,[],1.0
"S1,CAM2,250211205712186,8485MSR,9960.jpg",8485MSR,8485MSR,[],1.0
"S1,CAM2,250211195331026,5176KTR,10000.jpg",5176KTR,5176KTR,[],1.0
"S1,CAM2,250211194400509,8676HBL,9984.jpg",8676HBL,8676HBL,[],1.0
"S1,CAM2,250211194843510,7937LTB,9901.jpg",7937LTB,7937LTB,[],1.0
"S1,CAM2,250211194917883,5304FLZ,9994.jpg",5304FLZ,5304FLZ,[],1.0
"S1,CAM2,250211200608939,3240KGD,9981.jpg",3240KGD,3240KGD,[],1.0
"S1,CAM2,250211200528988,0693LHB,9989.jpg",0693LHB,0693LHB,[],1.0
"S1,CAM2,250211184206827,3682GWG,9991.jpg",3682GWG,3682GWG,[],1.0
"S1,CAM2,250211202129063,3491KNF,10000.jpg",3491KNF,3491KNF,[],1.0
"S1,CAM2,250211190321058,3437KYS,9987.jpg",3437KYS,3437KYS,[],1.0
"S1,CAM2,250211204619579,7027KJG,9645.jpg",7027KJG,7027KJG,[],1.0
"S1,CAM2,250211200206249,8025KBP,9990.jpg",8025KBP,8025KBP,[],1.0
"S1,CAM2,250211050117817,6968MLH,9999.jpg",6968MLH,6968MLH,[],1.0
"S1,CAM2,250211193105799,2483JZZ,9965.jpg",2483JZZ,2483JZZ,[],1.0
"S1,CAM2,250211191012864,8894MDH,9998.jpg",8894MDH,8894MDH,[],1.0
"S1,CAM2,250211204141437,4142DGP,9997.jpg",4142DGP,4142DGP,[],1.0
"S1,CAM2,250211202452646,3288KSF,9988.jpg",3288KSF,3288KSF,[],1.0
"S1,CAM2,250211194451303,0798LJC,9740.jpg",0798LJC,0798LJC,[],1.0
"S1,CAM2,250211195804246,0402CKT,9973.jpg",0402CKT,0402CKT,[],1.0
"S1,CAM2,250211191237529,2573JZY,9968.jpg",2573JZY,2573JZY,[],1.0
"S1,CAM2,250211201004521,4992DFG,10000.jpg",4992DFG,4992DFG,[],1.0
"S1,CAM2,250211063954289,3802GVZ,9956.jpg",3802GVZ,3802GVZ,[],1.0
"S1,CAM2,250211171237983,8776KDV,9998.jpg",8776KDV,8776KDV,[],1.0
"S1,CAM2,250211164704188,6648DKY,9988.jpg",6648DKY,6648DKY,[],1.0
"S1,CAM2,250211163710688,9685MWV,9996.jpg",9685MWV,9685MWV,[],1.0
"S1,CAM2,250211160136080,0933GHY,9933.jpg",0933GHY,0933GHY,[],1.0
"S1,CAM2,250211183100456,1407MJN,9996.jpg",1407MJN,1407MJN,[],1.0
"S1,CAM2,250211183828480,0323JLP,9952.jpg",0323JLP,0323JLP,[],1.0
"S1,CAM2,250211183232732,5459LSS,9985.jpg",5459LSS,5459LSS,[],1.0
"S1,CAM2,250211155316653,1542LYC,9991.jpg",1542LYC,1542LYC,[],1.0
"S1,CAM2,250211183347947,SE1152DB,9938.jpg",SE1152DB,SE1152DB,[],1.0
"S1,CAM2,250211174548176,9395FFX,9999.jpg",9395FFX,9395FFX,[],1.0
"S1,CAM2,250211182608378,0689GGT,9997.jpg",0689GGT,0689GGT,[],1.0
"S1,CAM2,250211154444649,6165MNK,10000.jpg",6165MNK,6165MNK,[],1.0
"S1,CAM2,250211163725499,4688MVY,9995.jpg",4688MVY,4688MVY,[],1.0
"S1,CAM2,250211164430899,8218JTS,9998.jpg",8218JTS,8218JTS,[],1.0
"S1,CAM2,250211182702343,2308JRH,9996.jpg",2308JRH,2308JRH,[],1.0
"S1,CAM2,250211182152813,4951JSG,9988.jpg",4951JSG,4951JSG,[],1.0
"S1,CAM2,250211165835324,2824KDK,9994.jpg",2824KDK,2824KDK,[],1.0
"S1,CAM2,250211164243842,0973LJK,9996.jpg",0973LJK,0973LJK,[],1.0
"S1,CAM2,250211180139142,3218LPG,9916.jpg",3218LPG,3218LPG,[],1.0
"S1,CAM2,250211163808778,2125KNG,9993.jpg",2125KNG,2125KNG,[],1.0
"S1,CAM2,250211165910384,6590HSH,9896.jpg",6590HSH,6590HSH,[],1.0
"S1,CAM2,250211172438805,5129FVL,10000.jpg",5129FVL,5129FVL,[],1.0
"S1,CAM2,250211175623549,6549FBJ,9987.jpg",6549FBJ,6549FBJ,[],1.0
"S1,CAM2,250211174532458,7675MVB,9992.jpg",7675MVB,7675MVB,[],1.0
"S1,CAM2,250211155411650,8815GSY,9996.jpg",8815GSY,8815GSY,[],1.0
"S1,CAM2,250211182127923,0281JRK,9995.jpg",0281JRK,0281JRK,[],1.0
"S1,CAM2,250211160347183,1236KHR,10000.jpg",1236KHR,1236KHR,[],1.0
"S1,CAM2,250211165040942,6278MRZ,9978.jpg",6278MRZ,6278MRZ,[],1.0
"S1,CAM2,250211173922118,1798GJN,9999.jpg",1798GJN,1798GJN,[],1.0
"S1,CAM2,250211171941586,1488LHN,9994.jpg",1488LHN,1488LHN,[],1.0
"S1,CAM2,250211161326481,7869LNT,9976.jpg",7869LNT,7869LNT,[],1.0
"S1,CAM2,250211182922227,7973JSF,9958.jpg",7973JSF,7973JSF,[],1.0
"S1,CAM2,250211171719828,8770HSJ,9946.jpg",8770HSJ,8770HSJ,[],1.0
"S1,CAM2,250211163732265,0228MSZ,9993.jpg",0228MSZ,0228MSZ,[],1.0
"S1,CAM2,250211182347166,1778LHJ,9980.jpg",1778LHJ,1778LHJ,[],1.0
"S1,CAM2,250211151834059,4533LGL,9925.jpg",4533LGL,4533LGL,[],1.0
"S1,CAM2,250211163937930,8206FKK,9963.jpg",8206FKK,8206FKK,[],1.0
"S1,CAM2,250211141213501,2955MDG,9983.jpg",2955MDG,2955MDG,[],1.0
"S1,CAM2,250211164956194,4530JVF,9997.jpg",4530JVF,4530JVF,[],1.0
"S1,CAM2,250211143215641,SE7061DN,9902.jpg",SE7061DN,SE7061DN,[],1.0
"S1,CAM2,250211142017897,5702GLG,9964.jpg",5702GLG,5702GLG,[],1.0
"S1,CAM2,250211141458273,3491KNF,10000.jpg",3491KNF,3491KNF,[],1.0
"S1,CAM2,250211144655595,3930JJH,9997.jpg",3930JJH,3930JJH,[],1.0
"S1,CAM2,250211141427166,5017LKP,9990.jpg",5017LKP,5017LKP,[],1.0
"S1,CAM2,250211141205923,3627LLX,10000.jpg",3627LLX,3627LLX,[],1.0
"S1,CAM2,250211144736062,0824MKM,9987.jpg",0824MKM,0824MKM,[],1.0
"S1,CAM2,250211155557145,0731JGX,9915.jpg",0731JGX,0731JGX,[],1.0
"S1,CAM2,250211155708110,4299LDY,9998.jpg",4299LDY,4299LDY,[],1.0
"S1,CAM2,250211150627206,8650LCM,9929.jpg",8650LCM,8650LCM,[],1.0
"S1,CAM2,250211142351214,0693LHB,9992.jpg",0693LHB,0693LHB,[],1.0
"S1,CAM2,250211145754733,1433GDD,9994.jpg",1433GDD,1433GDD,[],1.0
"S1,CAM2,250211152725062,4671MWC,9999.jpg",4671MWC,4671MWC,[],1.0
"S1,CAM2,250211142526881,5655MGP,9991.jpg",5655MGP,5655MGP,[],1.0
"S1,CAM2,250211153634784,3201HRJ,9933.jpg",3201HRJ,3201HRJ,[],1.0
"S1,CAM2,250211152547286,4817FPS,9996.jpg",4817FPS,4817FPS,[],1.0
"S1,CAM2,250211141936759,7472CSX,9966.jpg",7472CSX,7472CSX,[],1.0
"S1,CAM2,250211153734140,2716MHK,10000.jpg",2716MHK,2716MHK,[],1.0
"S1,CAM2,250211143508523,2089JSJ,9983.jpg",2089JSJ,2089JSJ,[],1.0
"S1,CAM2,250211140827403,4326MLT,9981.jpg",4326MLT,4326MLT,[],1.0
"S1,CAM2,250211144621644,7677MDJ,9999.jpg",7677MDJ,7677MDJ,[],1.0
"S1,CAM2,250211134138190,3531DTD,9970.jpg",3531DTD,3531DTD,[],1.0
"S1,CAM2,250211135432322,9225GSP,10000.jpg",9225GSP,9225GSP,[],1.0
"S1,CAM2,250211154749405,2492MDG,9988.jpg",2492MDG,2492MDG,[],1.0
"S1,CAM2,250211141329028,5860GLD,9816.jpg",5860GLD,5860GLD,[],1.0
"S1,CAM2,250211141035209,9842HYC,9975.jpg",9842HYC,9842HYC,[],1.0
"S1,CAM2,250211144802654,6872KYS,9997.jpg",6872KYS,6872KYS,[],1.0
"S1,CAM2,250211160120393,4977MBX,9991.jpg",4977MBX,4977MBX,[],1.0
"S1,CAM2,250211143544990,1284MXG,9991.jpg",1284MXG,1284MXG,[],1.0
"S1,CAM2,250211153254936,5177MVJ,9963.jpg",5177MVJ,5177MVJ,[],1.0
"S1,CAM2,250211142318185,7430KZN,9994.jpg",7430KZN,7430KZN,[],1.0
"S1,CAM2,250211141314670,9958GVB,9980.jpg",9958GVB,9958GVB,[],1.0
"S1,CAM2,250211144111941,2757CYM,9944.jpg",2757CYM,2757CYM,[],1.0
"S1,CAM2,250211143937556,9962LLM,9998.jpg",9962LLM,9962LLM,[],1.0
"S1,CAM2,250211130606283,6553KRC,9999.jpg",6553KRC,6553KRC,[],1.0
"S1,CAM2,250211132328763,8815GSY,9977.jpg",8815GSY,8815GSY,[],1.0
"S1,CAM2,250211122010349,5500MBP,9987.jpg",5500MBP,5500MBP,[],1.0
"S1,CAM2,250211131518835,0137BXV,9971.jpg",0137BXV,0137BXV,[],1.0
"S1,CAM2,250211124936897,8405KMD,9992.jpg",8405KMD,8405KMD,[],1.0
"S1,CAM2,250211131343637,4608KMK,9997.jpg",4608KMK,4608KMK,[],1.0
"S1,CAM2,250211135057302,2797JZX,10000.jpg",2797JZX,2797JZX,[],1.0
"S1,CAM2,250211141056911,2065MVW,9959.jpg",2065MVW,2065MVW,[],1.0
"S1,CAM2,250211124602830,3063KDK,9996.jpg",3063KDK,3063KDK,[],1.0
"S1,CAM2,250211131333935,8857GSZ,9906.jpg",8857GSZ,8857GSZ,[],1.0
"S1,CAM2,250211134149690,9166MXR,10000.jpg",9166MXR,9166MXR,[],1.0
"S1,CAM2,250211125431616,2967JZH,10000.jpg",2967JZH,2967JZH,[],1.0
"S1,CAM2,250211132650049,2218HTT,9963.jpg",2218HTT,2218HTT,[],1.0
"S1,CAM2,250211132713126,0801MXG,9990.jpg",0801MXG,0801MXG,[],1.0
"S1,CAM2,250211132022398,0519MNT,9988.jpg",0519MNT,0519MNT,[],1.0
"S1,CAM2,250211120738826,8354MKR,9996.jpg",8354MKR,8354MKR,[],1.0
"S1,CAM2,250211140524491,5767GXJ,9997.jpg",5767GXJ,5767GXJ,[],1.0
"S1,CAM2,250211133811342,8898KHJ,9989.jpg",8898KHJ,8898KHJ,[],1.0
"S1,CAM2,250211134829825,7259MTZ,9999.jpg",7259MTZ,7259MTZ,[],1.0
"S1,CAM2,250211132734985,6554KWY,9998.jpg",6554KWY,6554KWY,[],1.0
"S1,CAM2,250211134126660,0007DCJ,9715.jpg",0007DCJ,0007DCJ,[],1.0
"S1,CAM2,250211133319685,9720JMG,9984.jpg",9720JMG,9720JMG,[],1.0
"S1,CAM2,250211123249887,9766KGY,9998.jpg",9766KGY,9766KGY,[],1.0
"S1,CAM2,250211133759546,2394LRG,9917.jpg",2394LRG,2394LRG,[],1.0
"S1,CAM2,250211134842949,0301DYP,9961.jpg",0301DYP,0301DYP,[],1.0
"S1,CAM2,250211130441116,0350KFV,9985.jpg",0350KFV,0350KFV,[],1.0
"S1,CAM2,250211125728794,0788MFK,9973.jpg",0788MFK,0788MFK,[],1.0
"S1,CAM2,250211130912601,9893KTP,9989.jpg",9893KTP,9893KTP,[],1.0
"S1,CAM2,250211134540568,5667MRY,9984.jpg",5667MRY,5667MRY,[],1.0
"S1,CAM2,250211135516257,3975BYF,9992.jpg",3975BYF,3975BYF,[],1.0
"S1,CAM2,250211124733576,2553MGZ,9969.jpg",2553MGZ,2553MGZ,[],1.0
"S1,CAM2,250211132231703,9955LKR,9991.jpg",9955LKR,9955LKR,[],1.0
"S1,CAM2,250211141225813,8025KBP,9993.jpg",8025KBP,8025KBP,[],1.0
"S1,CAM2,250211140513038,3218LPG,9998.jpg",3218LPG,3218LPG,[],1.0
"S1,CAM2,250211140553224,8485MSR,9966.jpg",8485MSR,8485MSR,[],1.0
"S1,CAM2,250211131600833,4951JSG,9948.jpg",4951JSG,4951JSG,[],1.0
"S1,CAM2,250211125708561,5696HDR,10000.jpg",5696HDR,5696HDR,[],1.0
"S1,CAM2,250211131131519,6366FKT,10000.jpg",6366FKT,6366FKT,[],1.0
"S1,CAM2,250211115440804,2178JFV,9986.jpg",2178JFV,2178JFV,[],1.0
"S1,CAM2,250211124719873,7490KNS,9981.jpg",7490KNS,7490KNS,[],1.0
"S1,CAM2,250211120623986,3809KXP,9996.jpg",3809KXP,3809KXP,[],1.0
"S1,CAM2,250211113858384,8876JZD,9992.jpg",8876JZD,8876JZD,[],1.0
"S1,CAM2,250211105236139,3731LNM,9998.jpg",3731LNM,3731LNM,[],1.0
"S1,CAM2,250211124134688,6365DDC,9990.jpg",6365DDC,6365DDC,[],1.0
"S1,CAM2,250211111947882,3620JYX,9995.jpg",3620JYX,3620JYX,[],1.0
"S1,CAM2,250211121538207,3063KDK,9994.jpg",3063KDK,3063KDK,[],1.0
"S1,CAM2,250211111643251,3872KWP,9999.jpg",3872KWP,3872KWP,[],1.0
"S1,CAM2,250211120355087,8763LVS,9996.jpg",8763LVS,8763LVS,[],1.0
"S1,CAM2,250211131120520,0301DYP,9917.jpg",0301DYP,0301DYP,[],1.0
"S1,CAM2,250211114339869,9053JDK,9983.jpg",9053JDK,9053JDK,[],1.0
"S1,CAM2,250211114733326,4539JXL,9989.jpg",4539JXL,4539JXL,[],1.0
"S1,CAM2,250211105535270,7895DKN,9675.jpg",7895DKN,7895DKN,[],1.0
"S1,CAM2,250211121014114,9550JSZ,9914.jpg",9550JSZ,9550JSZ,[],1.0
"S1,CAM2,250211114756247,3644JDB,9819.jpg",3644JDB,3644JDB,[],1.0
"S1,CAM2,250211122241325,8100CTN,9990.jpg",8100CTN,8100CTN,[],1.0
"S1,CAM2,250211120903415,3848LXF,9994.jpg",3848LXF,3848LXF,[],1.0
"S1,CAM2,250211112441710,8070GSB,9911.jpg",8070GSB,8070GSB,[],1.0
"S1,CAM2,250211124752168,2538LPW,9989.jpg",2538LPW,2538LPW,[],1.0
"S1,CAM2,250211122155281,0973CLM,9935.jpg",0973CLM,0973CLM,[],1.0
"S1,CAM2,250211122726639,2833FXJ,9902.jpg",2833FXJ,2833FXJ,[],1.0
"S1,CAM2,250211114232514,3499LDX,9992.jpg",3499LDX,3499LDX,[],1.0
"S1,CAM2,250211123208624,1510JNF,9961.jpg",1510JNF,1510JNF,[],1.0
"S1,CAM2,250211125057237,7225LCL,9815.jpg",7225LCL,7225LCL,[],1.0
"S1,CAM2,250211123929960,6402CKF,9934.jpg",6402CKF,6402CKF,[],1.0
"S1,CAM2,250211115230685,3909FMH,9998.jpg",3909FMH,3909FMH,[],1.0
"S1,CAM2,250211113952756,2997CRD,9999.jpg",2997CRD,2997CRD,[],1.0
"S1,CAM2,250211125441084,0974FTK,9996.jpg",0974FTK,0974FTK,[],1.0
"S1,CAM2,250211120454975,9391KPZ,9965.jpg",9391KPZ,9391KPZ,[],1.0
"S1,CAM2,250211113831464,4034LHT,9916.jpg",4034LHT,4034LHT,[],1.0
"S1,CAM2,250211123516067,4922FKK,9973.jpg",4922FKK,4922FKK,[],1.0
"S1,CAM2,250211131216189,5556LXB,9969.jpg",5556LXB,5556LXB,[],1.0
"S1,CAM2,250211121308840,3402JXC,9906.jpg",3402JXC,3402JXC,[],1.0
"S1,CAM2,250211114246388,5729KVZ,9998.jpg",5729KVZ,5729KVZ,[],1.0
"S1,CAM2,250211120837885,8637JYV,9999.jpg",8637JYV,8637JYV,[],1.0
"S1,CAM2,250211114547191,9947KRG,9991.jpg",9947KRG,9947KRG,[],1.0
"S1,CAM2,250211104304215,5690FHP,9994.jpg",5690FHP,5690FHP,[],1.0
"S1,CAM2,250211111937742,0831LZB,9986.jpg",0831LZB,0831LZB,[],1.0
"S1,CAM2,250211113210546,8162FKZ,9998.jpg",8162FKZ,8162FKZ,[],1.0
"S1,CAM2,250211103704484,4299LDY,9998.jpg",4299LDY,4299LDY,[],1.0
"S1,CAM2,250211110651266,2573JZY,9945.jpg",2573JZY,2573JZY,[],1.0
"S1,CAM2,250211102637751,4533LGL,9914.jpg",4533LGL,4533LGL,[],1.0
"S1,CAM2,250211104909587,0877KYP,9990.jpg",0877KYP,0877KYP,[],1.0
"S1,CAM2,250211104802450,9958GVB,9969.jpg",9958GVB,9958GVB,[],1.0
"S1,CAM2,250211105105284,8310LLR,9995.jpg",8310LLR,8310LLR,[],1.0
"S1,CAM2,250211103426555,0280GTB,9982.jpg",0280GTB,0280GTB,[],1.0
"S1,CAM2,250211112406274,9312JCP,9906.jpg",9312JCP,9312JCP,[],1.0
"S1,CAM2,250211123159718,6936DLY,9998.jpg",6936DLY,6936DLY,[],1.0
"S1,CAM2,250211101303450,7348KBS,9959.jpg",7348KBS,7348KBS,[],1.0
"S1,CAM2,250211103104972,4290JLD,9950.jpg",4290JLD,4290JLD,[],1.0
"S1,CAM2,250211111011615,5099JPK,9992.jpg",5099JPK,5099JPK,[],1.0
"S1,CAM2,250211104220046,5667MRY,9986.jpg",5667MRY,5667MRY,[],1.0
"S1,CAM2,250211112006303,9533FSR,9968.jpg",9533FSR,9533FSR,[],1.0
"S1,CAM2,250211115700890,2975MDF,10000.jpg",2975MDF,2975MDF,[],1.0
"S1,CAM2,250211103802481,4582MBP,9959.jpg",4582MBP,4582MBP,[],1.0
"S1,CAM2,250211114627970,7780MLL,9947.jpg",7780MLL,7780MLL,[],1.0
"S1,CAM2,250211112237201,3930JJH,9995.jpg",3930JJH,3930JJH,[],1.0
"S1,CAM2,250211101641392,5462JBH,9998.jpg",5462JBH,5462JBH,[],1.0
"S1,CAM2,250211100741279,7766BYF,9904.jpg",7766BYF,7766BYF,[],1.0
"S1,CAM2,250211112726951,9111LNT,9992.jpg",9111LNT,9111LNT,[],1.0
"S1,CAM2,250211105821871,2695LXJ,9985.jpg",2695LXJ,2695LXJ,[],1.0
"S1,CAM2,250211113609877,0596FHR,9990.jpg",0596FHR,0596FHR,[],1.0
"S1,CAM2,250211105700140,8279HPD,9996.jpg",8279HPD,8279HPD,[],1.0
"S1,CAM2,250211105154406,7521MTX,10000.jpg",7521MTX,7521MTX,[],1.0
"S1,CAM2,250211095324902,2448HNB,9995.jpg",2448HNB,2448HNB,[],1.0
"S1,CAM2,250211103604831,1866HYC,10000.jpg",1866HYC,1866HYC,[],1.0
"S1,CAM2,250211104131345,8008HKP,9928.jpg",8008HKP,8008HKP,[],1.0
"S1,CAM2,250211113545129,8485MSR,9983.jpg",8485MSR,8485MSR,[],1.0
"S1,CAM2,250211114316511,4925KBJ,9994.jpg",4925KBJ,4925KBJ,[],1.0
"S1,CAM2,250211110630673,7892HHM,9986.jpg",7892HHM,7892HHM,[],1.0
"S1,CAM2,250211111328417,3793FGY,9976.jpg",3793FGY,3793FGY,[],1.0
"S1,CAM2,250211101134080,1236KHR,10000.jpg",1236KHR,1236KHR,[],1.0
"S1,CAM2,250211112336432,7825BTM,9988.jpg",7825BTM,7825BTM,[],1.0
"S1,CAM2,250211102621580,3773CXY,9997.jpg",3773CXY,3773CXY,[],1.0
"S1,CAM2,250211080809451,5075FRB,9808.jpg",5075FRB,5075FRB,[],1.0
"S1,CAM2,250211091703813,3390GTF,9947.jpg",3390GTF,3390GTF,[],1.0
"S1,CAM2,250211074951414,0350KFV,9995.jpg",0350KFV,0350KFV,[],1.0
"S1,CAM2,250211091751638,8025KBP,9990.jpg",8025KBP,8025KBP,[],1.0
"S1,CAM2,250211093224343,6525CPD,9995.jpg",6525CPD,6525CPD,[],1.0
"S1,CAM2,250211091615378,0242KKC,9986.jpg",0242KKC,0242KKC,[],1.0
"S1,CAM2,250211112144610,1488BXT,9992.jpg",1488BXT,1488BXT,[],1.0
"S1,CAM2,250211083333199,6448MNJ,9944.jpg",6448MNJ,6448MNJ,[],1.0
"S1,CAM2,250211075326465,3133DRL,9949.jpg",3133DRL,3133DRL,[],1.0
"S1,CAM2,250211075431478,8677KDF,9999.jpg",8677KDF,8677KDF,[],1.0
"S1,CAM2,250211101244170,3845LKT,10000.jpg",3845LKT,3845LKT,[],1.0
"S1,CAM2,250211095527443,2940DHN,9999.jpg",2940DHN,2940DHN,[],1.0
"S1,CAM2,250211082453070,1304KVR,9910.jpg",1304KVR,1304KVR,[],1.0
"S1,CAM2,250211080452976,0692KRV,9997.jpg",0692KRV,0692KRV,[],1.0
"S1,CAM2,250211091405463,2573JZY,9902.jpg",2573JZY,2573JZY,[],1.0
"S1,CAM2,250211095144923,8961KJH,10000.jpg",8961KJH,8961KJH,[],1.0
"S1,CAM2,250211081555629,7527LPX,9665.jpg",7527LPX,7527LPX,[],1.0
"S1,CAM2,250211092606019,8137KMM,9999.jpg",8137KMM,8137KMM,[],1.0
"S1,CAM2,250211090835121,5767GXJ,9957.jpg",5767GXJ,5767GXJ,[],1.0
"S1,CAM2,250211092526521,8898JZN,9923.jpg",8898JZN,8898JZN,[],1.0
"S1,CAM2,250211090706297,8485MSR,9911.jpg",8485MSR,8485MSR,[],1.0
"S1,CAM2,250211103316730,1378MCC,9999.jpg",1378MCC,1378MCC,[],1.0
"S1,CAM2,250211095731014,2415HSG,9811.jpg",2415HSG,2415HSG,[],1.0
"S1,CAM2,250211092158001,3903CGY,9949.jpg",3903CGY,3903CGY,[],1.0
"S1,CAM2,250211082346948,3001LBM,9992.jpg",3001LBM,3001LBM,[],1.0
"S1,CAM2,250211091421196,0228MSZ,9993.jpg",0228MSZ,0228MSZ,[],1.0
"S1,CAM2,250211100753060,6963LYD,9998.jpg",6963LYD,6963LYD,[],1.0
"S1,CAM2,250211093237202,6394LZG,9979.jpg",6394LZG,6394LZG,[],1.0
"S1,CAM2,250211100214734,8394CHG,10000.jpg",8394CHG,8394CHG,[],1.0
"S1,CAM2,250211101812262,7557JJR,9960.jpg",7557JJR,7557JJR,[],1.0
"S1,CAM2,250211090550520,5017LKP,9997.jpg",5017LKP,5017LKP,[],1.0
"S1,CAM2,250211100305669,2783GVX,9922.jpg",2783GVX,2783GVX,[],1.0
"S1,CAM2,250211092404635,1958BCL,9982.jpg",1958BCL,1958BCL,[],1.0
"S1,CAM2,250211081104238,4299LDY,9995.jpg",4299LDY,4299LDY,[],1.0
"S1,CAM2,250211100147657,1160KDS,9992.jpg",1160KDS,1160KDS,[],1.0
"S1,CAM2,250211082500710,6366FKT,9991.jpg",6366FKT,6366FKT,[],1.0
"S1,CAM2,250211090518647,8123KTG,9999.jpg",8123KTG,8123KTG,[],1.0
"S1,CAM2,250211091016209,9962LLM,9967.jpg",9962LLM,9962LLM,[],1.0
"S1,CAM2,250211081409432,4688MVY,9998.jpg",4688MVY,4688MVY,[],1.0
"S1,CAM2,250211085236530,4532MGF,9999.jpg",4532MGF,4532MGF,[],1.0
"S1,CAM2,250211224519269,4936KPD,9997.jpg",4936KPD,4936KPD,[],1.0
"S1,CAM2,250211192447709,6903CKW,9929.jpg",6903CKW,6903CKL,['W->L'],0.8571428571428571
"S1,CAM2,250211191320620,8154DNC,9980.jpg",8154DNC,0815GDN,"['8->0', '1->8', '5->1', '4->5', 'D->G', 'N->D', 'C->N']",0.7142857142857143
"S1,CAM2,250211183855212,9784GYT,9948.jpg",9784GYT,978GYE,"['4->G', 'G->Y', 'Y->E', 'T-> ']",0.7692307692307693
"S1,CAM2,250211193114533,7814HYM,9905.jpg",7814HYM,0781HYM,"['7->0', '8->7', '1->8', '4->1']",0.8571428571428571
"S1,CAM2,250211230524034,6385KHW,9904.jpg",6385KHW,6385KH,['W-> '],0.9230769230769231
"S1,CAM2,250211201900399,4016JFY,9995.jpg",4016JFY,4016JFY,[],1.0
"S1,CAM2,250211221846821,9025KMD,9993.jpg",9025KMD,9025KMD,[],1.0
"S1,CAM2,250211202213780,4309HTJ,9936.jpg",4309HTJ,30GHIJ,"['4->3', '3->0', '0->G', '9->H', 'H->I', 'T->J', 'J-> ']",0.6153846153846154
"S1,CAM2,250211191104549,9364JLL,10000.jpg",9364JLL,9364JL,['L-> '],0.9230769230769231
"S1,CAM2,250211200944459,0131CNV,9946.jpg",0131CNV,0131CNY,['V->Y'],0.8571428571428571
"S1,CAM2,250211210805964,3913GTJ,9995.jpg",3913GTJ,39136U,"['G->6', 'T->U', 'J-> ']",0.6153846153846154
"S1,CAM2,250211194710264,4844LSV,9988.jpg",4844LSV,4844LSV,[],1.0
"S1,CAM2,250211210736684,5658KGG,9841.jpg",5658KGG,5858KGG,['6->8'],0.8571428571428571
"S1,CAM2,250211195638641,9209LJH,9994.jpg",9209LJH,9209LJH,[],1.0
"S1,CAM2,250211193538410,1133GZW,9999.jpg",1133GZW,113362M,"['G->6', 'Z->2', 'W->M']",0.5714285714285714
"S1,CAM2,250211212032019,8438GWC,9986.jpg",8438GWC,84386C,"['G->6', 'W->C', 'C-> ']",0.7692307692307693
"S1,CAM2,250211205107455,4535GZD,9998.jpg",4535GZD,4535GZD,[],1.0
"S1,CAM2,250211203557300,5339DBD,9981.jpg",5339DBD,5339DBD,[],1.0
"S1,CAM2,250211194905586,8857GSZ,9919.jpg",8857GSZ,88576SZ,['G->6'],0.8571428571428571
"S1,CAM2,250211183049550,8618JXS,9960.jpg",8618JXS,8518JXS,['6->5'],0.8571428571428571
"S1,CAM2,250211195814745,2249HSG,9915.jpg",2249HSG,2249KSG,['H->K'],0.8571428571428571
"S1,CAM2,250211175127080,4944LNV,9999.jpg",4944LNV,4944LNV,[],1.0
"S1,CAM2,250211174947367,4789DWL,9993.jpg",4789DWL,4789DUL,['W->U'],0.8571428571428571
"S1,CAM2,250211181514303,5435KMX,9960.jpg",5435KMX,5435KMR,['X->R'],0.8571428571428571
"S1,CAM2,250211175529052,3877LLW,9976.jpg",3877LLW,3877LLI,['W->I'],0.8571428571428571
"S1,CAM2,250211181633923,2731GVV,9992.jpg",2731GVV,286,"['7->8', '3->6', '1-> ', 'G-> ', 'V-> ', 'V-> ']",0.2
"S1,CAM2,250211174440054,5536FWN,9241.jpg",5536FWN,5836FVN,"['5->8', 'W->V']",0.7142857142857143
"S1,CAM2,250211193740107,6856CDT,9989.jpg",6856CDT,6856CDT,[],1.0
"S1,CAM2,250211182557987,5739HGW,9999.jpg",5739HGW,6739HG,"['5->6', 'W-> ']",0.7692307692307693
"S1,CAM2,250211174732592,0990JVG,9641.jpg",0990JVG,0990JVC,['G->C'],0.8571428571428571
