Nombre del archivo,Placa,Placa detectada,errores,similaridad
"S1,CAM2,250211182822339,SE5960DL,9967.jpg",SE5960DL,SE596002,"['D->0', 'L->2']",0.75
"S1,CAM2,250211170222015,4656GDJ,9995.jpg",4656GDJ,0656GDJ,['4->0'],0.8571428571428571
"S1,CAM2,250211173750294,2952LVK,9993.jpg",2952LVK,2952LIK,['V->I'],0.8571428571428571
"S1,CAM2,250211182025645,1361DDN,9994.jpg",1361DDN,1361JDN,['D->J'],0.8571428571428571
"S1,CAM2,250211175552457,6302CXY,9779.jpg",6302CXY,6302CKY,['X->K'],0.8571428571428571
"S1,CAM2,250211153051036,3178KRW,10000.jpg",3178KRW,3178KRD,['W->D'],0.8571428571428571
"S1,CAM2,250211172222437,4551KRR,9967.jpg",4551KRR,4551KRR,[],1.0
"S1,CAM2,250211183300247,7015BFG,9985.jpg",7015BFG,7015BFQ,['G->Q'],0.8571428571428571
"S1,CAM2,250211152252405,2527JYG,9793.jpg",2527JYG,2527JYO,['G->O'],0.8571428571428571
"S1,CAM2,250211175246748,7892GXG,9998.jpg",7892GXG,17892GX,"['7->1', '8->7', '9->8', '2->9', 'G->2', 'X->G', 'G->X']",0.8571428571428571
"S1,CAM2,250211172743576,8724CWV,9994.jpg",8724CWV,8724CM,"['W->M', 'V-> ']",0.7692307692307693
"S1,CAM2,250211182506178,5206FHT,9968.jpg",5206FHT,5206FHH,['T->H'],0.8571428571428571
"S1,CAM2,250211175458631,5273HVZ,9967.jpg",5273HVZ,5273HZ,"['V->Z', 'Z-> ']",0.9230769230769231
"S1,CAM2,250211193053081,2576HTZ,9598.jpg",2576HTZ,2576HIZ,['T->I'],0.8571428571428571
"S1,CAM2,250211180128174,0572FFZ,9966.jpg",0572FFZ,05287,"['7->2', '2->8', 'F->7', 'F-> ', 'Z-> ']",0.5
"S1,CAM2,250211164213890,3663KVD,9952.jpg",3663KVD,3663KM,"['V->M', 'D-> ']",0.7692307692307693
"S1,CAM2,250211173646282,8751LKB,9995.jpg",8751LKB,8751LKB,[],1.0
"S1,CAM2,250211181211187,GC4532CB,9996.jpg",GC4532CB,CL532CB,"['G->C', 'C->L', '4->5', '5->3', '3->2', '2->C', 'C->B', 'B-> ']",0.8
"S1,CAM2,250211150541865,6617JDB,9909.jpg",6617JDB,8847JPB,"['6->8', '6->8', '1->4', 'D->P']",0.42857142857142855
"S1,CAM2,250211142120472,8380HWY,9993.jpg",8380HWY,8380HTN,"['W->T', 'Y->N']",0.7142857142857143
"S1,CAM2,250211133956180,0428MMX,9990.jpg",0428MMX,0428MMX,[],1.0
"S1,CAM2,250211150044833,4936KPD,9994.jpg",4936KPD,4936KPD,[],1.0
"S1,CAM2,250211170401307,O5721FZ,9970.jpg",O5721FZ,LOB72,"['O->L', '5->O', '7->B', '2->7', '1->2', 'F-> ', 'Z-> ']",0.5
"S1,CAM2,250211162617878,1371DHD,9995.jpg",1371DHD,0137DHD,"['1->0', '3->1', '7->3', '1->7']",0.8571428571428571
"S1,CAM2,250211143748514,5121JFB,9976.jpg",5121JFB,5121JB,"['F->B', 'B-> ']",0.9230769230769231
"S1,CAM2,250211145525287,0477BYD,9987.jpg",0477BYD,0047ZBY,"['4->0', '7->4', 'B->Z', 'Y->B', 'D->Y']",0.7142857142857143
"S1,CAM2,250211155535130,9036HGK,9998.jpg",9036HGK,9036HGK,[],1.0
"S1,CAM2,250211142045771,0466GPZ,9967.jpg",0466GPZ,0056GPZ,"['4->0', '6->5']",0.7142857142857143
"S1,CAM2,250211153039943,8067JGX,9938.jpg",8067JGX,8067JOX,['G->O'],0.8571428571428571
"S1,CAM2,250211152530162,5937LBR,9924.jpg",5937LBR,5937LBR,[],1.0
"S1,CAM2,250211140249749,7983FPC,9991.jpg",7983FPC,1983FPC,['7->1'],0.8571428571428571
"S1,CAM2,250211145629065,4691KZF,10000.jpg",4691KZF,4691KZF,[],1.0
"S1,CAM2,250211142738906,2908GFK,9965.jpg",2908GFK,2908GPK,['F->P'],0.8571428571428571
"S1,CAM2,250211152122050,1630JDJ,9984.jpg",1630JDJ,0630JDJ,['1->0'],0.8571428571428571
"S1,CAM2,250211150119597,2983FWS,9987.jpg",2983FWS,2983FTI9,"['W->T', 'S->I', '->9)']",0.6666666666666666
"S1,CAM2,250211151407182,4885BXR,9919.jpg",4885BXR,4885BXR,[],1.0
"S1,CAM2,250211151111691,2975MDF,9989.jpg",2975MDF,2975MDA,['F->A'],0.8571428571428571
"S1,CAM2,250211150526350,6539DDG,9974.jpg",6539DDG,6539DPG,['D->P'],0.8571428571428571
"S1,CAM2,250211142616317,3474FTR,10000.jpg",3474FTR,3474FTR,[],1.0
"S1,CAM2,250211150723891,1968LWX,9995.jpg",1968LWX,968LHK,"['1->9', '9->6', '6->8', '8->L', 'L->H', 'W->K', 'X-> ']",0.6153846153846154
"S1,CAM2,250211141257389,9044BDP,9790.jpg",9044BDP,9044BDP,[],1.0
"S1,CAM2,250211141341934,8898JZN,9975.jpg",8898JZN,8898JZN,[],1.0
"S1,CAM2,250211141630347,3264MCX,9941.jpg",3264MCX,3264MCX,[],1.0
"S1,CAM2,250211150603207,4539JXL,9908.jpg",4539JXL,0539JXV,"['4->0', 'L->V']",0.7142857142857143
"S1,CAM2,250211183004725,0668JTT,9952.jpg",0668JTT,0668JTI,['T->I'],0.8571428571428571
"S1,CAM2,250211153347417,7148JJY,9993.jpg",7148JJY,7148JJK,['Y->K'],0.8571428571428571
"S1,CAM2,250211152132659,1581JBD,9930.jpg",1581JBD,0581TJB,"['1->0', 'J->T', 'B->J', 'D->B']",0.7142857142857143
"S1,CAM2,250211140801811,3817FWZ,9992.jpg",3817FWZ,3817FIZZ,"['W->I', '->Z)']",0.8
"S1,CAM2,250211122109158,0245FVZ,9994.jpg",0245FVZ,00245F1Z,"['2->0', '4->2', '5->4', 'F->5', 'V->F', 'Z->1', '->Z)']",0.8
"S1,CAM2,250211121221779,9944HGP,8827.jpg",9944HGP,4994HCP,"['9->4', '4->9', 'G->C']",0.7142857142857143
"S1,CAM2,250211121517177,5994DVV,9987.jpg",5994DVV,5994DMM,"['V->M', 'V->M']",0.7142857142857143
"S1,CAM2,250211124508037,---,9015.jpg",---,AT30JB,"['-->A', '-->T', '-->3', '->0JB)']",0.0
"S1,CAM2,250211134937915,3872KWP,9996.jpg",3872KWP,3872KWP,[],1.0
"S1,CAM2,250211122503662,7715KLT,9971.jpg",7715KLT,7715KLI,['T->I'],0.8571428571428571
"S1,CAM2,250211114537488,0674MRX,9995.jpg",0674MRX,0674MRX,[],1.0
"S1,CAM2,250211120254059,3544LNR,9998.jpg",3544LNR,3544LNR,[],1.0
"S1,CAM2,250211120756512,8669LNT,9996.jpg",8669LNT,8669LNT,[],1.0
"S1,CAM2,250211134008336,4144MJZ,10000.jpg",4144MJZ,4144MJZ,[],1.0
"S1,CAM2,250211123633735,0420JKK,9483.jpg",0420JKK,0420JKK,[],1.0
"S1,CAM2,250211124946881,8744JCJ,9999.jpg",8744JCJ,8744JCJ,[],1.0
"S1,CAM2,250211135354277,7481GYS,9971.jpg",7481GYS,E7E8LGYS,"['7->E', '4->7', '8->E', '1->8', 'G->L', 'Y->G', 'S->Y', '->S)']",0.6666666666666666
"S1,CAM2,250211132621394,9536HLC,9887.jpg",9536HLC,9536HLC,[],1.0
"S1,CAM2,250211131734047,0248FGW,9918.jpg",0248FGW,0248FQI,"['G->Q', 'W->I']",0.7142857142857143
"S1,CAM2,250211124959334,7370GYF,9973.jpg",7370GYF,7370GY,['F-> '],0.9230769230769231
"S1,CAM2,250211131744640,8118JBB,9945.jpg",8118JBB,1118JBB,['8->1'],0.8571428571428571
"S1,CAM2,250211133149659,SE9218DV,9956.jpg",SE9218DV,SE92180V,['D->0'],0.875
"S1,CAM2,250211124908571,1116LMR,9907.jpg",1116LMR,1116LMR,[],1.0
"S1,CAM2,250211134855058,2712LLG,9965.jpg",2712LLG,7712LLG,['2->7'],0.8571428571428571
"S1,CAM2,250211133410417,9121LRG,9981.jpg",9121LRG,9124LRG,['1->4'],0.8571428571428571
"S1,CAM2,250211131238469,2074JBH,9994.jpg",2074JBH,2074JBH,[],1.0
"S1,CAM2,250211143128691,1095HTC,9984.jpg",1095HTC,11095HIC,"['0->1', '9->0', '5->9', 'H->5', 'T->H', 'C->I', '->C)']",0.8
"S1,CAM2,250211131431057,8690CWJ,9991.jpg",8690CWJ,8690CJ,"['W->J', 'J-> ']",0.9230769230769231
"S1,CAM2,250211120723951,9897FHV,9998.jpg",9897FHV,9897FHM,['V->M'],0.8571428571428571
"S1,CAM2,250211140608567,3390GTF,9969.jpg",3390GTF,0390BGT,"['3->0', 'G->B', 'T->G', 'F->T']",0.7142857142857143
"S1,CAM2,250211131711861,4508LNP,9952.jpg",4508LNP,4508LNP,[],1.0
"S1,CAM2,250211123453678,6562DTW,9606.jpg",6562DTW,6562DTL,['W->L'],0.8571428571428571
"S1,CAM2,250211132246249,4213DYK,10000.jpg",4213DYK,4213DYK,[],1.0
"S1,CAM2,250211133354590,4936KPD,9995.jpg",4936KPD,4936KPD,[],1.0
"S1,CAM2,250211123302152,3330FND,9995.jpg",3330FND,3330FND,[],1.0
"S1,CAM2,250211110439632,8510CTZ,9993.jpg",8510CTZ,8510C1Z,['T->1'],0.8571428571428571
"S1,CAM2,250211104500194,4837GXC,9926.jpg",4837GXC,48376XC,['G->6'],0.8571428571428571
"S1,CAM2,250211111440757,7057BSP,9967.jpg",7057BSP,7052BSP,['7->2'],0.8571428571428571
"S1,CAM2,250211111857603,8144GDY,9990.jpg",8144GDY,8144GDY,[],1.0
"S1,CAM2,250211105313215,2134GXN,9993.jpg",2134GXN,2134GXM,['N->M'],0.8571428571428571
"S1,CAM2,250211111923570,4780LTF,8985.jpg",4780LTF,4700LPR,"['8->0', 'T->P', 'F->R']",0.5714285714285714
"S1,CAM2,250211110347588,4213DYK,10000.jpg",4213DYK,0421DYK,"['4->0', '2->4', '1->2', '3->1']",0.8571428571428571
"S1,CAM2,250211111740706,3031LLV,9500.jpg",3031LLV,3031LTV,['L->T'],0.8571428571428571
"S1,CAM2,250211120953678,2659MBH,9987.jpg",2659MBH,2659MBH,[],1.0
"S1,CAM2,250211103549894,7020JVF,9993.jpg",7020JVF,7020JF,"['V->F', 'F-> ']",0.9230769230769231
"S1,CAM2,250211111710718,5736BJY,9140.jpg",5736BJY,5736EJ,"['B->E', 'Y-> ']",0.7692307692307693
"S1,CAM2,250211110640048,0416HMP,9938.jpg",0416HMP,0416HMP,[],1.0
"S1,CAM2,250211113638141,8426KTB,9957.jpg",8426KTB,8426KTB,[],1.0
"S1,CAM2,250211111754606,6822HXW,9998.jpg",6822HXW,6822HXH,['W->H'],0.8571428571428571
"S1,CAM2,250211121426851,3104KMR,9958.jpg",3104KMR,3104KMR,[],1.0
"S1,CAM2,250211112600956,4998GTR,9999.jpg",4998GTR,0498GGT,"['4->0', '9->4', 'T->G', 'R->T']",0.7142857142857143
"S1,CAM2,250211113624736,4276JJZ,9998.jpg",4276JJZ,4276JJZ,[],1.0
"S1,CAM2,250211114812933,6553JCT,9976.jpg",6553JCT,6553JCL,['T->L'],0.8571428571428571
"S1,CAM2,250211114403321,7031CVG,9998.jpg",7031CVG,7031CD,"['V->D', 'G-> ']",0.7692307692307693
"S1,CAM2,250211114705452,4777CYL,9942.jpg",4777CYL,4777CYL,[],1.0
"S1,CAM2,250211105428164,7983FPC,9998.jpg",7983FPC,7983FPG,['C->G'],0.8571428571428571
"S1,CAM2,250211113223327,4696MBC,9989.jpg",4696MBC,4696MBC,[],1.0
"S1,CAM2,250211112245372,3817FWZ,9990.jpg",3817FWZ,3817FIIZ,"['W->I', 'Z->I', '->Z)']",0.8
"S1,CAM2,250211105847166,7776DWZ,9983.jpg",7776DWZ,7776D1Z,['W->1'],0.8571428571428571
"S1,CAM2,250211111658015,5736BJX,9030.jpg",5736BJX,5736BJI,['X->I'],0.8571428571428571
"S1,CAM2,250211140729828,5429HWM,9982.jpg",5429HWM,5429HHM,['W->H'],0.8571428571428571
"S1,CAM2,250211095245248,5429HWM,9996.jpg",5429HWM,5429HHM,['W->H'],0.8571428571428571
"S1,CAM2,250211105451444,8567JLC,9990.jpg",8567JLC,8567JC,"['L->C', 'C-> ']",0.9230769230769231
"S1,CAM2,250211090939117,6433JYW,9999.jpg",6433JYW,6433JY,['W-> '],0.9230769230769231
"S1,CAM2,250211091628096,2961HWT,9993.jpg",2961HWT,2961HHF,"['W->H', 'T->F']",0.7142857142857143
"S1,CAM2,250211095427930,5460JJS,9442.jpg",5460JJS,5460JJS,[],1.0
"S1,CAM2,250211103330417,5361KNT,9983.jpg",5361KNT,5361LNL,"['K->L', 'T->L']",0.7142857142857143
"S1,CAM2,250211095513225,9611JNZ,9341.jpg",9611JNZ,9644JZ,"['1->4', '1->4', 'N->Z', 'Z-> ']",0.6153846153846154
"S1,CAM2,250211092446189,5843CWG,9925.jpg",5843CWG,5843CT,"['W->T', 'G-> ']",0.7692307692307693
"S1,CAM2,250211095705828,2785HGX,9988.jpg",2785HGX,2785HGX,[],1.0
"S1,CAM2,250211102434992,2598LJY,9993.jpg",2598LJY,2598PLJ,"['L->P', 'J->L', 'Y->J']",0.8571428571428571
"S1,CAM2,250211100528724,1236HJF,9999.jpg",1236HJF,1236HJA,['F->A'],0.8571428571428571
"S1,CAM2,250211100624393,0164JPJ,9989.jpg",0164JPJ,0164JJ,"['P->J', 'J-> ']",0.9230769230769231
"S1,CAM2,250211100947351,6584HKH,9910.jpg",6584HKH,6584HKH,[],1.0
"S1,CAM2,250211075030818,2983FWS,9994.jpg",2983FWS,2983HIS,"['F->H', 'W->I']",0.7142857142857143
"S1,CAM2,250211092109581,2386BXH,9959.jpg",2386BXH,2386BXH,[],1.0
"S1,CAM2,250211090244436,3008GYN,9936.jpg",3008GYN,3008GTM,"['Y->T', 'N->M']",0.7142857142857143
"S1,CAM2,250211105339010,8731CNK,10000.jpg",8731CNK,0731BCN,"['8->0', 'C->B', 'N->C', 'K->N']",0.7142857142857143
"S1,CAM2,250211095846776,4479HSL,9982.jpg",4479HSL,3479HSL,['4->3'],0.8571428571428571
"S1,CAM2,250211081932024,6449HWH,9991.jpg",6449HWH,6449HH,"['W->H', 'H-> ']",0.9230769230769231
"S1,CAM2,250211094846151,7587LSG,9785.jpg",7587LSG,7587ESG,['L->E'],0.8571428571428571
"S1,CAM2,250211102526146,9737JVH,8793.jpg",9737JVH,197373,"['9->1', '7->9', '3->7', '7->3', 'J->7', 'V->3', 'H-> ']",0.6153846153846154
"S1,CAM2,250211090930258,3483JLF,9877.jpg",3483JLF,3483JF,"['L->F', 'F-> ']",0.9230769230769231
"S1,CAM2,250211102317371,2722CHT,10000.jpg",2722CHT,2722CHI,['T->I'],0.8571428571428571
"S1,CAM2,250211103115830,SE7993DD,9902.jpg",SE7993DD,SE799300,"['D->0', 'D->0']",0.75
"S1,CAM2,250211112201656,9056KSK,9941.jpg",9056KSK,9056KSK,[],1.0
"S1,CAM2,250211085708688,4213DYK,10000.jpg",4213DYK,0042BDK,"['4->0', '2->0', '1->4', '3->2', 'D->B', 'Y->D']",0.5714285714285714
"S1,CAM2,250211112713046,4750KSD,9976.jpg",4750KSD,4750KSD,[],1.0
"S1,CAM2,250211101941710,7562JPY,9965.jpg",7562JPY,0562FJP,"['7->0', 'J->F', 'P->J', 'Y->P']",0.7142857142857143
"S1,CAM2,250211091054754,5435KMX,9998.jpg",5435KMX,5435KMR,['X->R'],0.8571428571428571
"S1,CAM2,250211101055316,6611MJN,9986.jpg",6611MJN,6614MJN,['1->4'],0.8571428571428571
"S1,CAM2,250211104714437,1228GWM,9646.jpg",1228GWM,0128GTM,"['1->0', '2->1', 'W->T']",0.7142857142857143
"S1,CAM2,250211101704375,8680HCR,9986.jpg",8680HCR,8680HCR,[],1.0
"S1,CAM2,250211065623722,1281DHH,9804.jpg",1281DHH,4281DHH,['1->4'],0.8571428571428571
"S1,CAM2,250211084423868,9851CTJ,9994.jpg",9851CTJ,9851CIJ,['T->I'],0.8571428571428571
"S1,CAM2,250211084853354,4980CBL,9939.jpg",4980CBL,0498CBL,"['4->0', '9->4', '8->9', '0->8']",0.8571428571428571
"S1,CAM2,250211082659610,4885BXR,9995.jpg",4885BXR,4885BXR,[],1.0
"S1,CAM2,250211081448352,3849HTH,9961.jpg",3849HTH,3829HEH,"['4->2', 'T->E']",0.7142857142857143
"S1,CAM2,250211062632284,4948MXG,9973.jpg",4948MXG,4948MXG,[],1.0
"S1,CAM2,250211090824043,9204JXY,9974.jpg",9204JXY,0024JXY,"['9->0', '2->0', '0->2']",0.7142857142857143
"S1,CAM2,250211073438540,3240KGD,9995.jpg",3240KGD,0240BKG,"['3->0', 'K->B', 'G->K', 'D->G']",0.7142857142857143
"S1,CAM2,250211075821794,5273HVZ,9971.jpg",5273HVZ,5273HZ,"['V->Z', 'Z-> ']",0.9230769230769231
"S1,CAM2,250211070200970,7576HTZ,9725.jpg",7576HTZ,7576HIZ,['T->I'],0.8571428571428571
"S1,CAM2,250211062737765,6436HWH,9995.jpg",6436HWH,6436HVH,['W->V'],0.8571428571428571
"S1,CAM2,250211072802232,6194BWP,9997.jpg",6194BWP,6194BP,"['W->P', 'P-> ']",0.9230769230769231
"S1,CAM2,250211085821637,4656GDJ,9998.jpg",4656GDJ,2656GDJ,['4->2'],0.8571428571428571
"S1,CAM2,250211073928118,6088HZW,9996.jpg",6088HZW,6088HZH,['W->H'],0.8571428571428571
"S1,CAM2,250211090416853,9331JJS,9995.jpg",9331JJS,0933JJS,"['9->0', '3->9', '1->3']",0.8571428571428571
"S1,CAM2,250211080741811,8054HLP,9974.jpg",8054HLP,E8052HLP,"['8->E', '0->8', '5->0', '4->5', 'H->2', 'L->H', 'P->L', '->P)']",0.8
"S1,CAM2,250211024815984,8561JLK,9956.jpg",8561JLK,8561JEK,['L->E'],0.8571428571428571
"S1,CAM2,250211060737844,4213DYK,10000.jpg",4213DYK,0421DXK,"['4->0', '2->4', '1->2', '3->1', 'Y->X']",0.7142857142857143
"E1,CAM1,250212154539928,3024MCS,9911.jpg",3024MCS,3024MCS,[],1.0
"E1,CAM1,250212155548053,5954HVR,9985.jpg",5954HVR,5954HVR,[],1.0
"E1,CAM1,250212160949619,3068MXC,9986.jpg",3068MXC,3068MXC,[],1.0
"E1,CAM1,250212144401856,4533LGL,9910.jpg",4533LGL,4533LGL,[],1.0
"E1,CAM1,250212150354184,9604MWM,9996.jpg",9604MWM,9604MWM,[],1.0
"E1,CAM1,250212161010805,1160KDS,9982.jpg",1160KDS,1160KDS,[],1.0
"E1,CAM1,250212155432901,0126CXK,9995.jpg",0126CXK,0126CXK,[],1.0
"E1,CAM1,250212154523289,1782GZM,10000.jpg",1782GZM,1782GZM,[],1.0
"E1,CAM1,250212160714845,1767HMB,9998.jpg",1767HMB,1767HMB,[],1.0
"E1,CAM1,250212145216346,7206MSG,9642.jpg",7206MSG,7206MSG,[],1.0
"E1,CAM1,250212145253344,5435KMX,9997.jpg",5435KMX,5435KMX,[],1.0
"E1,CAM1,250212154238110,1165KGJ,9816.jpg",1165KGJ,1165KGJ,[],1.0
"E1,CAM1,250212134546898,9737JVH,9368.jpg",9737JVH,9737JVH,[],1.0
"E1,CAM1,250212145402715,4793LYF,9997.jpg",4793LYF,4793LYF,[],1.0
"E1,CAM1,250212144938166,2178JFV,9970.jpg",2178JFV,2178JFV,[],1.0
"E1,CAM1,250212143716471,6857MTT,9969.jpg",6857MTT,6857MTT,[],1.0
"E1,CAM1,250212154025820,6584HKH,9680.jpg",6584HKH,6584HKH,[],1.0
"E1,CAM1,250212160704861,8677KDF,10000.jpg",8677KDF,8677KDF,[],1.0
"E1,CAM1,250212154725501,6436HWH,9999.jpg",6436HWH,6436HWH,[],1.0
"E1,CAM1,250212154708861,0889HZH,9993.jpg",0889HZH,0889HZH,[],1.0
"E1,CAM1,250212150614896,6616FYV,10000.jpg",6616FYV,6616FYV,[],1.0
"E1,CAM1,250212151657409,2612JCX,9998.jpg",2612JCX,2612JCX,[],1.0
"E1,CAM1,250212153450337,5121JFB,9992.jpg",5121JFB,5121JFB,[],1.0
"E1,CAM1,250212151906715,7527LPX,9873.jpg",7527LPX,7527LPX,[],1.0
"E1,CAM1,250212143640441,7418FZH,9991.jpg",7418FZH,7418FZH,[],1.0
"E1,CAM1,250212150454650,3288KSF,9998.jpg",3288KSF,3288KSF,[],1.0
"E1,CAM1,250212152919683,6203MML,9996.jpg",6203MML,6203MML,[],1.0
"E1,CAM1,250212154209268,7158JLV,9999.jpg",7158JLV,7158JLV,[],1.0
"E1,CAM1,250212150446182,6165MNK,10000.jpg",6165MNK,6165MNK,[],1.0
"E1,CAM1,250212145500368,5232JKZ,9979.jpg",5232JKZ,5232JKZ,[],1.0
"E1,CAM1,250212154819014,4837GXC,9809.jpg",4837GXC,4837GXC,[],1.0
"E1,CAM1,250212142716315,9686MFC,9999.jpg",9686MFC,9686MFC,[],1.0
"E1,CAM1,250212135957556,7348KBS,9981.jpg",7348KBS,7348KBS,[],1.0
"E1,CAM1,250212135806859,8123KTG,9999.jpg",8123KTG,8123KTG,[],1.0
"E1,CAM1,250212134520571,3390GTF,9987.jpg",3390GTF,3390GTF,[],1.0
"E1,CAM1,250212133840483,8137KMM,9997.jpg",8137KMM,8137KMM,[],1.0
"E1,CAM1,250212133525711,4532MGF,9991.jpg",4532MGF,4532MGF,[],1.0
"E1,CAM1,250212135107787,9842HYC,10000.jpg",9842HYC,9842HYC,[],1.0
"E1,CAM1,250212142436432,0228MSZ,9960.jpg",0228MSZ,0228MSZ,[],1.0
"E1,CAM1,250212141117240,6764MPG,9998.jpg",6764MPG,6764MPG,[],1.0
"E1,CAM1,250212141756500,5598KJF,9978.jpg",5598KJF,5598KJF,[],1.0
"E1,CAM1,250212144601100,9962LLM,9997.jpg",9962LLM,9962LLM,[],1.0
"E1,CAM1,250212132104647,9955LKR,9997.jpg",9955LKR,9955LKR,[],1.0
"E1,CAM1,250212134049054,7672LFG,9992.jpg",7672LFG,7672LFG,[],1.0
"E1,CAM1,250212125654196,5046KHN,9961.jpg",5046KHN,5046KHN,[],1.0
"E1,CAM1,250212155537757,5459LSS,9927.jpg",5459LSS,5459LSS,[],1.0
"E1,CAM1,250212132844467,4750KSD,9885.jpg",4750KSD,4750KSD,[],1.0
"E1,CAM1,250212140323733,6145LZN,9998.jpg",6145LZN,6145LZN,[],1.0
"E1,CAM1,250212142104365,1958BCL,9974.jpg",1958BCL,1958BCL,[],1.0
"E1,CAM1,250212135050898,7449CXN,9976.jpg",7449CXN,7449CXN,[],1.0
"E1,CAM1,250212140519149,9273MJZ,9983.jpg",9273MJZ,9273MJZ,[],1.0
"E1,CAM1,250212135718033,8383FVV,9998.jpg",8383FVV,8383FVV,[],1.0
"E1,CAM1,250212132940589,9160FRR,9994.jpg",9160FRR,9160FRR,[],1.0
"E1,CAM1,250212130527169,8073GDK,9991.jpg",8073GDK,8073GDK,[],1.0
"E1,CAM1,250212140634583,5164BZB,9990.jpg",5164BZB,5164BZB,[],1.0
"E1,CAM1,250212131145520,7249MFS,9984.jpg",7249MFS,7249MFS,[],1.0
"E1,CAM1,250212133743032,7161JWD,9973.jpg",7161JWD,7161JWD,[],1.0
"E1,CAM1,250212135942276,5460JJS,9666.jpg",5460JJS,5460JJS,[],1.0
"E1,CAM1,250212135247016,5104LFH,9992.jpg",5104LFH,5104LFH,[],1.0
"E1,CAM1,250212134740204,5017LKP,9997.jpg",5017LKP,5017LKP,[],1.0
"E1,CAM1,250212134814827,6128HXG,10000.jpg",6128HXG,6128HXG,[],1.0
"E1,CAM1,250212134712534,8898JZN,9995.jpg",8898JZN,8898JZN,[],1.0
"E1,CAM1,250212140006493,7812FRV,9973.jpg",7812FRV,7812FRV,[],1.0
"E1,CAM1,250212130118385,2483JZZ,9954.jpg",2483JZZ,2483JZZ,[],1.0
"E1,CAM1,250212132231877,7083FRH,9915.jpg",7083FRH,7083FRH,[],1.0
"E1,CAM1,250212132859388,6968MLH,9986.jpg",6968MLH,6968MLH,[],1.0
"E1,CAM1,250212122044231,2159MHZ,9949.jpg",2159MHZ,2159MHZ,[],1.0
"E1,CAM1,250212124125979,0653KMC,9996.jpg",0653KMC,0653KMC,[],1.0
"E1,CAM1,250212124702399,7038GZF,9982.jpg",7038GZF,7038GZF,[],1.0
"E1,CAM1,250212125639572,3155LSJ,9972.jpg",3155LSJ,3155LSJ,[],1.0
"E1,CAM1,250212131844998,6278MRZ,9999.jpg",6278MRZ,6278MRZ,[],1.0
"E1,CAM1,250212130811879,6554KWY,10000.jpg",6554KWY,6554KWY,[],1.0
"E1,CAM1,250212123359736,5513BRR,9978.jpg",5513BRR,5513BRR,[],1.0
"E1,CAM1,250212122436408,6017MNM,9988.jpg",6017MNM,6017MNM,[],1.0
"E1,CAM1,250212131623708,9225GSP,9999.jpg",9225GSP,9225GSP,[],1.0
"E1,CAM1,250212131007514,0068MLP,9993.jpg",0068MLP,0068MLP,[],1.0
"E1,CAM1,250212125239428,6190DFD,9996.jpg",6190DFD,6190DFD,[],1.0
"E1,CAM1,250212111739522,8758MSJ,9937.jpg",8758MSJ,8758MSJ,[],1.0
"E1,CAM1,250212121215633,7950KGH,9971.jpg",7950KGH,7950KGH,[],1.0
"E1,CAM1,250212122632525,5117MFK,9979.jpg",5117MFK,5117MFK,[],1.0
"E1,CAM1,250212122001218,0973CLZ,9969.jpg",0973CLZ,0973CLZ,[],1.0
"E1,CAM1,250212131227783,2932LWK,9997.jpg",2932LWK,2932LWK,[],1.0
"E1,CAM1,250212133124427,4202MNM,9998.jpg",4202MNM,4202MNM,[],1.0
"E1,CAM1,250212111854315,5221DLM,9911.jpg",5221DLM,5221DLM,[],1.0
"E1,CAM1,250212131853919,8608MMY,9996.jpg",8608MMY,8608MMY,[],1.0
"E1,CAM1,250212121429797,1936JDH,9913.jpg",1936JDH,1936JDH,[],1.0
"E1,CAM1,250212142534336,4508LTX,9986.jpg",4508LTX,4508LTX,[],1.0
"E1,CAM1,250212131211581,8374JXF,10000.jpg",8374JXF,8374JXF,[],1.0
"E1,CAM1,250212124400314,2367KYM,9999.jpg",2367KYM,2367KYM,[],1.0
"E1,CAM1,250212115948718,9413GFH,9984.jpg",9413GFH,9413GFH,[],1.0
"E1,CAM1,250212114633088,8443JYF,9991.jpg",8443JYF,8443JYF,[],1.0
"E1,CAM1,250212123427954,0951LTM,9922.jpg",0951LTM,0951LTM,[],1.0
"E1,CAM1,250212115613964,5655MGP,9944.jpg",5655MGP,5655MGP,[],1.0
"E1,CAM1,250212121020217,7034MGN,9992.jpg",7034MGN,7034MGN,[],1.0
"E1,CAM1,250212121235116,6872KYS,9980.jpg",6872KYS,6872KYS,[],1.0
"E1,CAM1,250212111009952,7343KHF,9999.jpg",7343KHF,7343KHF,[],1.0
"E1,CAM1,250212125709289,3133DRL,9971.jpg",3133DRL,3133DRL,[],1.0
"E1,CAM1,250212121007858,1261LVD,9995.jpg",1261LVD,1261LVD,[],1.0
"E1,CAM1,250212114614058,7342FLS,9907.jpg",7342FLS,7342FLS,[],1.0
"E1,CAM1,250212123217757,7469FYG,9995.jpg",7469FYG,7469FYG,[],1.0
"E1,CAM1,250212130419923,7814HYM,9948.jpg",7814HYM,7814HYM,[],1.0
"E1,CAM1,250212124629760,3248HBV,9989.jpg",3248HBV,3248HBV,[],1.0
"E1,CAM1,250212111903565,SE0029CZ,9901.jpg",SE0029CZ,SE0029CZ,[],1.0
"E1,CAM1,250212102931470,9550JSZ,9901.jpg",9550JSZ,9550JSZ,[],1.0
"E1,CAM1,250212103507015,7693KSH,9983.jpg",7693KSH,7693KSH,[],1.0
